activity_id,week,location_id,co_share_group
A012,4,SEC:BET:H02_S15:WB,b2
A012,4,PLAT:BET:S15:WB,b2
A058,4,PLAT:ALP:S03:WB,b3
A058,4,SEC:ALP:S03_S04:WB,b3
A058,4,PLAT:ALP:S04:WB,b3
A058,4,SEC:ALP:S04_H01:WB,b3
A058,4,PLAT:ALP:H01:WB,b3
A058,4,SEC:ALP:H01_H02:WB,b3
A058,4,PLAT:ALP:H02:WB,b3
A061,4,PLAT:BET:H01:EB,b4
A061,4,SEC:BET:H01_H02:EB,b4
A061,4,PLAT:BET:H02:EB,b4
A061,4,SEC:BET:H02_S15:EB,b4
A061,4,PLAT:BET:S15:EB,b4
A006,4,PLAT:ALP:S03:WB,b3
A006,4,SEC:ALP:S03_S04:WB,b3
A006,4,PLAT:ALP:S04:WB,b3
A006,4,SEC:ALP:S04_H01:WB,b3
A006,4,PLAT:ALP:H01:WB,b3
A006,4,SEC:ALP:H01_H02:WB,b3
A006,4,PLAT:ALP:H02:WB,b3
A009,5,PLAT:ALP:S05:EB,b1
A009,5,SEC:ALP:S05_S06:EB,b1
A009,5,PLAT:ALP:S06:EB,b1
A012,5,PLAT:BET:H01:WB,b2
A012,5,SEC:BET:H01_H02:WB,b2
A012,5,PLAT:BET:H02:WB,b2
A012,5,SEC:BET:H02_S15:WB,b2
A012,5,PLAT:BET:S15:WB,b2
A058,5,PLAT:ALP:S03:WB,b3
A058,5,SEC:ALP:S03_S04:WB,b3
A058,5,PLAT:ALP:S04:WB,b3
A058,5,SEC:ALP:S04_H01:WB,b3
A058,5,PLAT:ALP:H01:WB,b3
A058,5,SEC:ALP:H01_H02:WB,b3
A058,5,PLAT:ALP:H02:WB,b3
A061,5,PLAT:BET:H01:EB,b4
A061,5,SEC:BET:H01_H02:EB,b4
A061,5,PLAT:BET:H02:EB,b4
A061,5,SEC:BET:H02_S15:EB,b4
A061,5,PLAT:BET:S15:EB,b4
A009,6,PLAT:ALP:S05:EB,b1
A009,6,SEC:ALP:S05_S06:EB,b1
A009,6,PLAT:ALP:S06:EB,b1
A012,6,PLAT:BET:H01:WB,b2
A012,6,SEC:BET:H01_H02:WB,b2
A012,6,PLAT:BET:H02:WB,b2
A012,6,SEC:BET:H02_S15:WB,b2
A012,6,PLAT:BET:S15:WB,b2
A058,6,PLAT:ALP:S03:WB,b3
A058,6,SEC:ALP:S03_S04:WB,b3
A058,6,PLAT:ALP:S04:WB,b3
A058,6,SEC:ALP:S04_H01:WB,b3
A058,6,PLAT:ALP:H01:WB,b3
A058,6,SEC:ALP:H01_H02:WB,b3
A058,6,PLAT:ALP:H02:WB,b3
A061,6,PLAT:BET:H01:EB,b4
A061,6,SEC:BET:H01_H02:EB,b4
A061,6,PLAT:BET:H02:EB,b4
A061,6,SEC:BET:H02_S15:EB,b4
A061,6,PLAT:BET:S15:EB,b4
A009,7,PLAT:ALP:S05:EB,b1
A009,7,SEC:ALP:S05_S06:EB,b1
A009,7,PLAT:ALP:S06:EB,b1
A012,7,PLAT:BET:H01:WB,b2
A012,7,SEC:BET:H01_H02:WB,b2
A012,7,PLAT:BET:H02:WB,b2
A012,7,SEC:BET:H02_S15:WB,b2
A012,7,PLAT:BET:S15:WB,b2
A058,7,PLAT:ALP:S03:WB,b3
A058,7,SEC:ALP:S03_S04:WB,b3
A058,7,PLAT:ALP:S04:WB,b3
A058,7,SEC:ALP:S04_H01:WB,b3
A058,7,PLAT:ALP:H01:WB,b3
A058,7,SEC:ALP:H01_H02:WB,b3
A058,7,PLAT:ALP:H02:WB,b3
A061,7,PLAT:BET:H01:EB,b4
A061,7,SEC:BET:H01_H02:EB,b4
A061,7,PLAT:BET:H02:EB,b4
A061,7,SEC:BET:H02_S15:EB,b4
A061,7,PLAT:BET:S15:EB,b4
A039,8,PLAT:BET:S11:WB,b1
A039,8,SEC:BET:S11_S12:WB,b1
A039,8,PLAT:BET:S12:WB,b1
A039,8,SEC:BET:S12_S13:WB,b1
A039,8,PLAT:BET:S13:WB,b1
A039,8,SEC:BET:S13_S14:WB,b1
A039,8,PLAT:BET:S14:WB,b1
A009,8,PLAT:ALP:S05:EB,b2
A009,8,SEC:ALP:S05_S06:EB,b2
A009,8,PLAT:ALP:S06:EB,b2
A058,8,PLAT:ALP:S03:WB,b3
A058,8,SEC:ALP:S03_S04:WB,b3
A058,8,PLAT:ALP:S04:WB,b3
A058,8,SEC:ALP:S04_H01:WB,b3
A058,8,PLAT:ALP:H01:WB,b3
A058,8,SEC:ALP:H01_H02:WB,b3
A058,8,PLAT:ALP:H02:WB,b3
A021,8,PLAT:BET:S11:WB,b1
A021,8,SEC:BET:S11_S12:WB,b1
A021,8,PLAT:BET:S12:WB,b1
A021,8,SEC:BET:S12_S13:WB,b1
A021,8,PLAT:BET:S13:WB,b1
A037,8,PLAT:BET:S15:EB,b4
A037,8,SEC:BET:S15_S16:EB,b4
A037,8,PLAT:BET:S16:EB,b4
A037,8,SEC:BET:S16_S17:EB,b4
A037,8,PLAT:BET:S17:EB,b4
A061,8,PLAT:BET:H01:EB,b4
A061,8,SEC:BET:H01_H02:EB,b4
A061,8,PLAT:BET:H02:EB,b4
A061,8,SEC:BET:H02_S15:EB,b4
A061,8,PLAT:BET:S15:EB,b4
A063,8,PLAT:BET:S14:EB,b4
A063,8,SEC:BET:S14_H01:EB,b4
A063,8,PLAT:BET:H01:EB,b4
A063,8,SEC:BET:H01_H02:EB,b4
A063,8,PLAT:BET:H02:EB,b4
A025,8,PLAT:ALP:S01:EB,b5
A025,8,SEC:ALP:S01_S02:EB,b5
A025,8,PLAT:ALP:S02:EB,b5
A025,8,SEC:ALP:S02_S03:EB,b5
A025,8,PLAT:ALP:S03:EB,b5
A049,8,PLAT:BET:H02:WB,b6
A049,8,SEC:BET:H02_S15:WB,b6
A049,8,PLAT:BET:S15:WB,b6
A049,8,SEC:BET:S15_S16:WB,b6
A049,8,PLAT:BET:S16:WB,b6
A028,9,PLAT:ALP:S03:EB,b1
A028,9,SEC:ALP:S03_S04:EB,b1
A028,9,PLAT:ALP:S04:EB,b1
A028,9,SEC:ALP:S04_H01:EB,b1
A028,9,PLAT:ALP:H01:EB,b1
A039,9,PLAT:BET:S11:WB,b2
A039,9,SEC:BET:S11_S12:WB,b2
A039,9,PLAT:BET:S12:WB,b2
A039,9,SEC:BET:S12_S13:WB,b2
A039,9,PLAT:BET:S13:WB,b2
A039,9,SEC:BET:S13_S14:WB,b2
A039,9,PLAT:BET:S14:WB,b2
A021,9,PLAT:BET:S11:WB,b2
A021,9,SEC:BET:S11_S12:WB,b2
A021,9,PLAT:BET:S12:WB,b2
A021,9,SEC:BET:S12_S13:WB,b2
A021,9,PLAT:BET:S13:WB,b2
A037,9,PLAT:BET:S15:EB,b3
A037,9,SEC:BET:S15_S16:EB,b3
A037,9,PLAT:BET:S16:EB,b3
A037,9,SEC:BET:S16_S17:EB,b3
A037,9,PLAT:BET:S17:EB,b3
A061,9,PLAT:BET:H01:EB,b3
A061,9,SEC:BET:H01_H02:EB,b3
A061,9,PLAT:BET:H02:EB,b3
A061,9,SEC:BET:H02_S15:EB,b3
A061,9,PLAT:BET:S15:EB,b3
A046,9,PLAT:ALP:S05:WB,b4
A046,9,SEC:ALP:S05_S06:WB,b4
A046,9,PLAT:ALP:S06:WB,b4
A049,9,PLAT:BET:H02:WB,b5
A049,9,SEC:BET:H02_S15:WB,b5
A049,9,PLAT:BET:S15:WB,b5
A049,9,SEC:BET:S15_S16:WB,b5
A049,9,PLAT:BET:S16:WB,b5
A028,10,PLAT:ALP:S03:EB,b1
A028,10,SEC:ALP:S03_S04:EB,b1
A028,10,PLAT:ALP:S04:EB,b1
A028,10,SEC:ALP:S04_H01:EB,b1
A028,10,PLAT:ALP:H01:EB,b1
A012,10,PLAT:BET:H01:WB,b2
A012,10,SEC:BET:H01_H02:WB,b2
A012,10,PLAT:BET:H02:WB,b2
A012,10,SEC:BET:H02_S15:WB,b2
A012,10,PLAT:BET:S15:WB,b2
A061,10,PLAT:BET:H01:EB,b3
A061,10,SEC:BET:H01_H02:EB,b3
A061,10,PLAT:BET:H02:EB,b3
A061,10,SEC:BET:H02_S15:EB,b3
A061,10,PLAT:BET:S15:EB,b3
A038,10,PLAT:BET:S17:EB,b4
A038,10,SEC:BET:S17_S18:EB,b4
A038,10,PLAT:BET:S18:EB,b4
A046,10,PLAT:ALP:S05:WB,b5
A046,10,SEC:ALP:S05_S06:WB,b5
A046,10,PLAT:ALP:S06:WB,b5
A049,10,PLAT:BET:H02:WB,b2
A049,10,SEC:BET:H02_S15:WB,b2
A049,10,PLAT:BET:S15:WB,b2
A049,10,SEC:BET:S15_S16:WB,b2
A049,10,PLAT:BET:S16:WB,b2
A039,11,PLAT:BET:S11:WB,b1
A039,11,SEC:BET:S11_S12:WB,b1
A039,11,PLAT:BET:S12:WB,b1
A039,11,SEC:BET:S12_S13:WB,b1
A039,11,PLAT:BET:S13:WB,b1
A039,11,SEC:BET:S13_S14:WB,b1
A039,11,PLAT:BET:S14:WB,b1
A070,11,PLAT:ALP:S03:WB,b2
A070,11,SEC:ALP:S03_S04:WB,b2
A070,11,PLAT:ALP:S04:WB,b2
A070,11,SEC:ALP:S04_H01:WB,b2
A070,11,PLAT:ALP:H01:WB,b2
A019,11,PLAT:BET:S16:EB,b3
A019,11,SEC:BET:S16_S17:EB,b3
A019,11,PLAT:BET:S17:EB,b3
A003,11,PLAT:BET:H01:EB,b3
A003,11,SEC:BET:H01_H02:EB,b3
A003,11,PLAT:BET:H02:EB,b3
A003,11,SEC:BET:H02_S15:EB,b3
A003,11,PLAT:BET:S15:EB,b3
A003,11,SEC:BET:S15_S16:EB,b3
A003,11,PLAT:BET:S16:EB,b3
A021,11,PLAT:BET:S11:WB,b1
A021,11,SEC:BET:S11_S12:WB,b1
A021,11,PLAT:BET:S12:WB,b1
A021,11,SEC:BET:S12_S13:WB,b1
A021,11,PLAT:BET:S13:WB,b1
A041,11,PLAT:BET:S15:EB,b3
A041,11,SEC:BET:S15_S16:EB,b3
A041,11,PLAT:BET:S16:EB,b3
A025,11,PLAT:ALP:S01:EB,b4
A025,11,SEC:ALP:S01_S02:EB,b4
A025,11,PLAT:ALP:S02:EB,b4
A025,11,SEC:ALP:S02_S03:EB,b4
A025,11,PLAT:ALP:S03:EB,b4
A049,11,PLAT:BET:H02:WB,b5
A049,11,SEC:BET:H02_S15:WB,b5
A049,11,PLAT:BET:S15:WB,b5
A049,11,SEC:BET:S15_S16:WB,b5
A049,11,PLAT:BET:S16:WB,b5
A039,12,PLAT:BET:S11:WB,b1
A039,12,SEC:BET:S11_S12:WB,b1
A039,12,PLAT:BET:S12:WB,b1
A039,12,SEC:BET:S12_S13:WB,b1
A039,12,PLAT:BET:S13:WB,b1
A039,12,SEC:BET:S13_S14:WB,b1
A039,12,PLAT:BET:S14:WB,b1
A070,12,PLAT:ALP:S03:WB,b2
A070,12,SEC:ALP:S03_S04:WB,b2
A070,12,PLAT:ALP:S04:WB,b2
A070,12,SEC:ALP:S04_H01:WB,b2
A070,12,PLAT:ALP:H01:WB,b2
A019,12,PLAT:BET:S16:EB,b3
A019,12,SEC:BET:S16_S17:EB,b3
A019,12,PLAT:BET:S17:EB,b3
A003,12,PLAT:BET:H01:EB,b3
A003,12,SEC:BET:H01_H02:EB,b3
A003,12,PLAT:BET:H02:EB,b3
A003,12,SEC:BET:H02_S15:EB,b3
A003,12,PLAT:BET:S15:EB,b3
A003,12,SEC:BET:S15_S16:EB,b3
A003,12,PLAT:BET:S16:EB,b3
A041,12,PLAT:BET:S15:EB,b3
A041,12,SEC:BET:S15_S16:EB,b3
A041,12,PLAT:BET:S16:EB,b3
A025,12,PLAT:ALP:S01:EB,b4
A025,12,SEC:ALP:S01_S02:EB,b4
A025,12,PLAT:ALP:S02:EB,b4
A025,12,SEC:ALP:S02_S03:EB,b4
A025,12,PLAT:ALP:S03:EB,b4
A049,12,PLAT:BET:H02:WB,b5
A049,12,SEC:BET:H02_S15:WB,b5
A049,12,PLAT:BET:S15:WB,b5
A049,12,SEC:BET:S15_S16:WB,b5
A049,12,PLAT:BET:S16:WB,b5
A014,13,PLAT:ALP:S07:EB,b1
A014,13,SEC:ALP:S07_S08:EB,b1
A014,13,PLAT:ALP:S08:EB,b1
A039,13,PLAT:BET:S11:WB,b2
A039,13,SEC:BET:S11_S12:WB,b2
A039,13,PLAT:BET:S12:WB,b2
A039,13,SEC:BET:S12_S13:WB,b2
A039,13,PLAT:BET:S13:WB,b2
A039,13,SEC:BET:S13_S14:WB,b2
A039,13,PLAT:BET:S14:WB,b2
A070,13,PLAT:ALP:S03:WB,b3
A070,13,SEC:ALP:S03_S04:WB,b3
A070,13,PLAT:ALP:S04:WB,b3
A070,13,SEC:ALP:S04_H01:WB,b3
A070,13,PLAT:ALP:H01:WB,b3
A040,13,PLAT:BET:H01:EB,b4
A040,13,SEC:BET:H01_H02:EB,b4
A040,13,PLAT:BET:H02:EB,b4
A040,13,SEC:BET:H02_S15:EB,b4
A040,13,PLAT:BET:S15:EB,b4
A040,13,SEC:BET:S15_S16:EB,b4
A040,13,PLAT:BET:S16:EB,b4
A003,13,PLAT:BET:H01:EB,b4
A003,13,SEC:BET:H01_H02:EB,b4
A003,13,PLAT:BET:H02:EB,b4
A003,13,SEC:BET:H02_S15:EB,b4
A003,13,PLAT:BET:S15:EB,b4
A003,13,SEC:BET:S15_S16:EB,b4
A003,13,PLAT:BET:S16:EB,b4
A060,13,PLAT:BET:H02:EB,b4
A060,13,SEC:BET:H02_S15:EB,b4
A060,13,PLAT:BET:S15:EB,b4
A060,13,SEC:BET:S15_S16:EB,b4
A060,13,PLAT:BET:S16:EB,b4
A025,13,PLAT:ALP:S01:EB,b5
A025,13,SEC:ALP:S01_S02:EB,b5
A025,13,PLAT:ALP:S02:EB,b5
A025,13,SEC:ALP:S02_S03:EB,b5
A025,13,PLAT:ALP:S03:EB,b5
A059,14,PLAT:ALP:S06:WB,b1
A059,14,SEC:ALP:S06_S07:WB,b1
A059,14,PLAT:ALP:S07:WB,b1
A059,14,SEC:ALP:S07_S08:WB,b1
A059,14,PLAT:ALP:S08:WB,b1
A014,14,PLAT:ALP:S07:EB,b2
A014,14,SEC:ALP:S07_S08:EB,b2
A014,14,PLAT:ALP:S08:EB,b2
A039,14,PLAT:BET:S11:WB,b3
A039,14,SEC:BET:S11_S12:WB,b3
A039,14,PLAT:BET:S12:WB,b3
A039,14,SEC:BET:S12_S13:WB,b3
A039,14,PLAT:BET:S13:WB,b3
A039,14,SEC:BET:S13_S14:WB,b3
A039,14,PLAT:BET:S14:WB,b3
A070,14,PLAT:ALP:S03:WB,b4
A070,14,SEC:ALP:S03_S04:WB,b4
A070,14,PLAT:ALP:S04:WB,b4
A070,14,SEC:ALP:S04_H01:WB,b4
A070,14,PLAT:ALP:H01:WB,b4
A040,14,PLAT:BET:H01:EB,b5
A040,14,SEC:BET:H01_H02:EB,b5
A040,14,PLAT:BET:H02:EB,b5
A040,14,SEC:BET:H02_S15:EB,b5
A040,14,PLAT:BET:S15:EB,b5
A040,14,SEC:BET:S15_S16:EB,b5
A040,14,PLAT:BET:S16:EB,b5
A003,14,PLAT:BET:H01:EB,b5
A003,14,SEC:BET:H01_H02:EB,b5
A003,14,PLAT:BET:H02:EB,b5
A003,14,SEC:BET:H02_S15:EB,b5
A003,14,PLAT:BET:S15:EB,b5
A003,14,SEC:BET:S15_S16:EB,b5
A003,14,PLAT:BET:S16:EB,b5
A060,14,PLAT:BET:H02:EB,b5
A060,14,SEC:BET:H02_S15:EB,b5
A060,14,PLAT:BET:S15:EB,b5
A060,14,SEC:BET:S15_S16:EB,b5
A060,14,PLAT:BET:S16:EB,b5
A025,14,PLAT:ALP:S01:EB,b6
A025,14,SEC:ALP:S01_S02:EB,b6
A025,14,PLAT:ALP:S02:EB,b6
A025,14,SEC:ALP:S02_S03:EB,b6
A025,14,PLAT:ALP:S03:EB,b6
A059,15,PLAT:ALP:S06:WB,b1
A059,15,SEC:ALP:S06_S07:WB,b1
A059,15,PLAT:ALP:S07:WB,b1
A059,15,SEC:ALP:S07_S08:WB,b1
A059,15,PLAT:ALP:S08:WB,b1
A014,15,PLAT:ALP:S07:EB,b2
A014,15,SEC:ALP:S07_S08:EB,b2
A014,15,PLAT:ALP:S08:EB,b2
A057,15,PLAT:BET:H02:EB,b3
A057,15,SEC:BET:H02_S15:EB,b3
A057,15,PLAT:BET:S15:EB,b3
A057,15,SEC:BET:S15_S16:EB,b3
A057,15,PLAT:BET:S16:EB,b3
A071,15,PLAT:BET:S15:EB,b3
A071,15,SEC:BET:S15_S16:EB,b3
A071,15,PLAT:BET:S16:EB,b3
A071,15,SEC:BET:S16_S17:EB,b3
A071,15,PLAT:BET:S17:EB,b3
A011,15,PLAT:BET:S15:EB,b3
A011,15,SEC:BET:S15_S16:EB,b3
A011,15,PLAT:BET:S16:EB,b3
A011,15,SEC:BET:S16_S17:EB,b3
A011,15,PLAT:BET:S17:EB,b3
A039,15,PLAT:BET:S11:WB,b4
A039,15,SEC:BET:S11_S12:WB,b4
A039,15,PLAT:BET:S12:WB,b4
A039,15,SEC:BET:S12_S13:WB,b4
A039,15,PLAT:BET:S13:WB,b4
A039,15,SEC:BET:S13_S14:WB,b4
A039,15,PLAT:BET:S14:WB,b4
A070,15,PLAT:ALP:S03:WB,b5
A070,15,SEC:ALP:S03_S04:WB,b5
A070,15,PLAT:ALP:S04:WB,b5
A070,15,SEC:ALP:S04_H01:WB,b5
A070,15,PLAT:ALP:H01:WB,b5
A040,15,PLAT:BET:H01:EB,b3
A040,15,SEC:BET:H01_H02:EB,b3
A040,15,PLAT:BET:H02:EB,b3
A040,15,SEC:BET:H02_S15:EB,b3
A040,15,PLAT:BET:S15:EB,b3
A040,15,SEC:BET:S15_S16:EB,b3
A040,15,PLAT:BET:S16:EB,b3
A020,15,PLAT:ALP:S04:WB,b5
A020,15,SEC:ALP:S04_H01:WB,b5
A020,15,PLAT:ALP:H01:WB,b5
A020,15,SEC:ALP:H01_H02:WB,b5
A020,15,PLAT:ALP:H02:WB,b5
A020,15,SEC:ALP:H02_S05:WB,b5
A020,15,PLAT:ALP:S05:WB,b5
A025,15,PLAT:ALP:S01:EB,b6
A025,15,SEC:ALP:S01_S02:EB,b6
A025,15,PLAT:ALP:S02:EB,b6
A025,15,SEC:ALP:S02_S03:EB,b6
A025,15,PLAT:ALP:S03:EB,b6
A059,16,PLAT:ALP:S06:WB,b1
A059,16,SEC:ALP:S06_S07:WB,b1
A059,16,PLAT:ALP:S07:WB,b1
A059,16,SEC:ALP:S07_S08:WB,b1
A059,16,PLAT:ALP:S08:WB,b1
A014,16,PLAT:ALP:S07:EB,b2
A014,16,SEC:ALP:S07_S08:EB,b2
A014,16,PLAT:ALP:S08:EB,b2
A057,16,PLAT:BET:H02:EB,b3
A057,16,SEC:BET:H02_S15:EB,b3
A057,16,PLAT:BET:S15:EB,b3
A057,16,SEC:BET:S15_S16:EB,b3
A057,16,PLAT:BET:S16:EB,b3
A011,16,PLAT:BET:S15:EB,b3
A011,16,SEC:BET:S15_S16:EB,b3
A011,16,PLAT:BET:S16:EB,b3
A011,16,SEC:BET:S16_S17:EB,b3
A011,16,PLAT:BET:S17:EB,b3
A064,16,PLAT:BET:S15:WB,b4
A064,16,SEC:BET:S15_S16:WB,b4
A064,16,PLAT:BET:S16:WB,b4
A040,16,PLAT:BET:H01:EB,b3
A040,16,SEC:BET:H01_H02:EB,b3
A040,16,PLAT:BET:H02:EB,b3
A040,16,SEC:BET:H02_S15:EB,b3
A040,16,PLAT:BET:S15:EB,b3
A040,16,SEC:BET:S15_S16:EB,b3
A040,16,PLAT:BET:S16:EB,b3
A003,16,PLAT:BET:H01:EB,b3
A003,16,SEC:BET:H01_H02:EB,b3
A003,16,PLAT:BET:H02:EB,b3
A003,16,SEC:BET:H02_S15:EB,b3
A003,16,PLAT:BET:S15:EB,b3
A003,16,SEC:BET:S15_S16:EB,b3
A003,16,PLAT:BET:S16:EB,b3
A020,16,PLAT:ALP:S04:WB,b5
A020,16,SEC:ALP:S04_H01:WB,b5
A020,16,PLAT:ALP:H01:WB,b5
A020,16,SEC:ALP:H01_H02:WB,b5
A020,16,PLAT:ALP:H02:WB,b5
A020,16,SEC:ALP:H02_S05:WB,b5
A020,16,PLAT:ALP:S05:WB,b5
A025,16,PLAT:ALP:S01:EB,b6
A025,16,SEC:ALP:S01_S02:EB,b6
A025,16,PLAT:ALP:S02:EB,b6
A025,16,SEC:ALP:S02_S03:EB,b6
A025,16,PLAT:ALP:S03:EB,b6
A069,16,PLAT:ALP:S03:WB,b5
A069,16,SEC:ALP:S03_S04:WB,b5
A069,16,PLAT:ALP:S04:WB,b5
A069,16,SEC:ALP:S04_H01:WB,b5
A069,16,PLAT:ALP:H01:WB,b5
A069,16,SEC:ALP:H01_H02:WB,b5
A069,16,PLAT:ALP:H02:WB,b5
A059,17,PLAT:ALP:S06:WB,b1
A059,17,SEC:ALP:S06_S07:WB,b1
A059,17,PLAT:ALP:S07:WB,b1
A059,17,SEC:ALP:S07_S08:WB,b1
A059,17,PLAT:ALP:S08:WB,b1
A014,17,PLAT:ALP:S07:EB,b2
A014,17,SEC:ALP:S07_S08:EB,b2
A014,17,PLAT:ALP:S08:EB,b2
A017,17,PLAT:BET:H01:EB,b3
A017,17,SEC:BET:H01_H02:EB,b3
A017,17,PLAT:BET:H02:EB,b3
A017,17,SEC:BET:H02_S15:EB,b3
A017,17,PLAT:BET:S15:EB,b3
A017,17,SEC:BET:S15_S16:EB,b3
A017,17,PLAT:BET:S16:EB,b3
A057,17,PLAT:BET:H02:EB,b3
A057,17,SEC:BET:H02_S15:EB,b3
A057,17,PLAT:BET:S15:EB,b3
A057,17,SEC:BET:S15_S16:EB,b3
A057,17,PLAT:BET:S16:EB,b3
A054,17,PLAT:ALP:S04:EB,b4
A054,17,SEC:ALP:S04_H01:EB,b4
A054,17,PLAT:ALP:H01:EB,b4
A054,17,SEC:ALP:H01_H02:EB,b4
A054,17,PLAT:ALP:H02:EB,b4
A054,17,SEC:ALP:H02_S05:EB,b4
A054,17,PLAT:ALP:S05:EB,b4
A004,17,PLAT:ALP:S03:EB,b4
A004,17,SEC:ALP:S03_S04:EB,b4
A004,17,PLAT:ALP:S04:EB,b4
A004,17,SEC:ALP:S04_H01:EB,b4
A004,17,PLAT:ALP:H01:EB,b4
A040,17,PLAT:BET:H01:EB,b3
A040,17,SEC:BET:H01_H02:EB,b3
A040,17,PLAT:BET:H02:EB,b3
A040,17,SEC:BET:H02_S15:EB,b3
A040,17,PLAT:BET:S15:EB,b3
A040,17,SEC:BET:S15_S16:EB,b3
A040,17,PLAT:BET:S16:EB,b3
A007,17,PLAT:BET:H01:EB,b3
A007,17,SEC:BET:H01_H02:EB,b3
A007,17,PLAT:BET:H02:EB,b3
A046,17,PLAT:ALP:S05:WB,b1
A046,17,SEC:ALP:S05_S06:WB,b1
A046,17,PLAT:ALP:S06:WB,b1
A059,18,PLAT:ALP:S06:WB,b1
A059,18,SEC:ALP:S06_S07:WB,b1
A059,18,PLAT:ALP:S07:WB,b1
A059,18,SEC:ALP:S07_S08:WB,b1
A059,18,PLAT:ALP:S08:WB,b1
A014,18,PLAT:ALP:S07:EB,b2
A014,18,SEC:ALP:S07_S08:EB,b2
A014,18,PLAT:ALP:S08:EB,b2
A017,18,PLAT:BET:H01:EB,b3
A017,18,SEC:BET:H01_H02:EB,b3
A017,18,PLAT:BET:H02:EB,b3
A017,18,SEC:BET:H02_S15:EB,b3
A017,18,PLAT:BET:S15:EB,b3
A017,18,SEC:BET:S15_S16:EB,b3
A017,18,PLAT:BET:S16:EB,b3
A057,18,PLAT:BET:H02:EB,b3
A057,18,SEC:BET:H02_S15:EB,b3
A057,18,PLAT:BET:S15:EB,b3
